"Geslacht";"Positie in de werkkring";"Persoonskenmerken";"Thuiswerken";"Perioden";"Werkzame beroepsbevolking (x 1 000)"
"Totaal mannen en vrouwen";"Werknemer met flexibele arbeidsrelatie";"11 Dienstverlenende beroepen";"Soms thuiswerken";"2022";"      10"
"Totaal mannen en vrouwen";"Werknemer met flexibele arbeidsrelatie";"11 Dienstverlenende beroepen";"Soms thuiswerken";"2023";"       9"
"Totaal mannen en vrouwen";"Werknemer met flexibele arbeidsrelatie";"11 Dienstverlenende beroepen";"Niet thuiswerken";"2021";"     282"
"Totaal mannen en vrouwen";"Werknemer met flexibele arbeidsrelatie";"11 Dienstverlenende beroepen";"Niet thuiswerken";"2022";"     345"
"Totaal mannen en vrouwen";"Werknemer met flexibele arbeidsrelatie";"11 Dienstverlenende beroepen";"Niet thuiswerken";"2023";"     375"
"Totaal mannen en vrouwen";"Werknemer met flexibele arbeidsrelatie";"12 Transport en logistiek beroepen";"Totaal";"2021";"     348"
"Totaal mannen en vrouwen";"Werknemer met flexibele arbeidsrelatie";"12 Transport en logistiek beroepen";"Totaal";"2022";"     354"
"Totaal mannen en vrouwen";"Werknemer met flexibele arbeidsrelatie";"12 Transport en logistiek beroepen";"Totaal";"2023";"     354"
"Totaal mannen en vrouwen";"Werknemer met flexibele arbeidsrelatie";"12 Transport en logistiek beroepen";"Meestal of soms thuiswerken";"2021";"       4"
"Totaal mannen en vrouwen";"Werknemer met flexibele arbeidsrelatie";"12 Transport en logistiek beroepen";"Meestal of soms thuiswerken";"2022";"       7"
"Totaal mannen en vrouwen";"Werknemer met flexibele arbeidsrelatie";"12 Transport en logistiek beroepen";"Meestal of soms thuiswerken";"2023";"       8"
"Totaal mannen en vrouwen";"Werknemer met flexibele arbeidsrelatie";"12 Transport en logistiek beroepen";"Meestal thuiswerken";"2021";"       1"
"Totaal mannen en vrouwen";"Werknemer met flexibele arbeidsrelatie";"12 Transport en logistiek beroepen";"Meestal thuiswerken";"2022";"       3"
"Totaal mannen en vrouwen";"Werknemer met flexibele arbeidsrelatie";"12 Transport en logistiek beroepen";"Meestal thuiswerken";"2023";"       2"
"Totaal mannen en vrouwen";"Werknemer met flexibele arbeidsrelatie";"12 Transport en logistiek beroepen";"Soms thuiswerken";"2021";"       3"
"Totaal mannen en vrouwen";"Werknemer met flexibele arbeidsrelatie";"12 Transport en logistiek beroepen";"Soms thuiswerken";"2022";"       5"
"Totaal mannen en vrouwen";"Werknemer met flexibele arbeidsrelatie";"12 Transport en logistiek beroepen";"Soms thuiswerken";"2023";"       6"
"Totaal mannen en vrouwen";"Werknemer met flexibele arbeidsrelatie";"12 Transport en logistiek beroepen";"Niet thuiswerken";"2021";"     344"
"Totaal mannen en vrouwen";"Werknemer met flexibele arbeidsrelatie";"12 Transport en logistiek beroepen";"Niet thuiswerken";"2022";"     347"
"Totaal mannen en vrouwen";"Werknemer met flexibele arbeidsrelatie";"12 Transport en logistiek beroepen";"Niet thuiswerken";"2023";"     346"
"Totaal mannen en vrouwen";"Werknemer met flexibele arbeidsrelatie";"13 Beroepsklasse overig";"Totaal";"2021";"      45"
"Totaal mannen en vrouwen";"Werknemer met flexibele arbeidsrelatie";"13 Beroepsklasse overig";"Totaal";"2022";"      38"
"Totaal mannen en vrouwen";"Werknemer met flexibele arbeidsrelatie";"13 Beroepsklasse overig";"Totaal";"2023";"      46"
"Totaal mannen en vrouwen";"Werknemer met flexibele arbeidsrelatie";"13 Beroepsklasse overig";"Meestal of soms thuiswerken";"2021";"      11"
"Totaal mannen en vrouwen";"Werknemer met flexibele arbeidsrelatie";"13 Beroepsklasse overig";"Meestal of soms thuiswerken";"2022";"       9"
"Totaal mannen en vrouwen";"Werknemer met flexibele arbeidsrelatie";"13 Beroepsklasse overig";"Meestal of soms thuiswerken";"2023";"       9"
"Totaal mannen en vrouwen";"Werknemer met flexibele arbeidsrelatie";"13 Beroepsklasse overig";"Meestal thuiswerken";"2021";"       6"
"Totaal mannen en vrouwen";"Werknemer met flexibele arbeidsrelatie";"13 Beroepsklasse overig";"Meestal thuiswerken";"2022";"       4"
"Totaal mannen en vrouwen";"Werknemer met flexibele arbeidsrelatie";"13 Beroepsklasse overig";"Meestal thuiswerken";"2023";"       4"
"Totaal mannen en vrouwen";"Werknemer met flexibele arbeidsrelatie";"13 Beroepsklasse overig";"Soms thuiswerken";"2021";"       5"
"Totaal mannen en vrouwen";"Werknemer met flexibele arbeidsrelatie";"13 Beroepsklasse overig";"Soms thuiswerken";"2022";"       5"
"Totaal mannen en vrouwen";"Werknemer met flexibele arbeidsrelatie";"13 Beroepsklasse overig";"Soms thuiswerken";"2023";"       5"
"Totaal mannen en vrouwen";"Werknemer met flexibele arbeidsrelatie";"13 Beroepsklasse overig";"Niet thuiswerken";"2021";"      34"
"Totaal mannen en vrouwen";"Werknemer met flexibele arbeidsrelatie";"13 Beroepsklasse overig";"Niet thuiswerken";"2022";"      29"
"Totaal mannen en vrouwen";"Werknemer met flexibele arbeidsrelatie";"13 Beroepsklasse overig";"Niet thuiswerken";"2023";"      37"
"Totaal mannen en vrouwen";"Zelfstandige";"Totaal personen";"Totaal";"2021";"    1445"
"Totaal mannen en vrouwen";"Zelfstandige";"Totaal personen";"Totaal";"2022";"    1539"
"Totaal mannen en vrouwen";"Zelfstandige";"Totaal personen";"Totaal";"2023";"    1586"
"Totaal mannen en vrouwen";"Zelfstandige";"Totaal personen";"Meestal of soms thuiswerken";"2021";"    1126"
"Totaal mannen en vrouwen";"Zelfstandige";"Totaal personen";"Meestal of soms thuiswerken";"2022";"    1183"
"Totaal mannen en vrouwen";"Zelfstandige";"Totaal personen";"Meestal of soms thuiswerken";"2023";"    1204"
"Totaal mannen en vrouwen";"Zelfstandige";"Totaal personen";"Meestal thuiswerken";"2021";"     495"
"Totaal mannen en vrouwen";"Zelfstandige";"Totaal personen";"Meestal thuiswerken";"2022";"     496"
"Totaal mannen en vrouwen";"Zelfstandige";"Totaal personen";"Meestal thuiswerken";"2023";"     466"
"Totaal mannen en vrouwen";"Zelfstandige";"Totaal personen";"Soms thuiswerken";"2021";"     630"
"Totaal mannen en vrouwen";"Zelfstandige";"Totaal personen";"Soms thuiswerken";"2022";"     687"
"Totaal mannen en vrouwen";"Zelfstandige";"Totaal personen";"Soms thuiswerken";"2023";"     738"
"Totaal mannen en vrouwen";"Zelfstandige";"Totaal personen";"Niet thuiswerken";"2021";"     319"
"Totaal mannen en vrouwen";"Zelfstandige";"Totaal personen";"Niet thuiswerken";"2022";"     356"
"Totaal mannen en vrouwen";"Zelfstandige";"Totaal personen";"Niet thuiswerken";"2023";"     382"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 15 tot 25 jaar";"Totaal";"2021";"      69"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 15 tot 25 jaar";"Totaal";"2022";"      88"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 15 tot 25 jaar";"Totaal";"2023";"      95"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 15 tot 25 jaar";"Meestal of soms thuiswerken";"2021";"      43"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 15 tot 25 jaar";"Meestal of soms thuiswerken";"2022";"      49"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 15 tot 25 jaar";"Meestal of soms thuiswerken";"2023";"      51"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 15 tot 25 jaar";"Meestal thuiswerken";"2021";"      25"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 15 tot 25 jaar";"Meestal thuiswerken";"2022";"      24"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 15 tot 25 jaar";"Meestal thuiswerken";"2023";"      23"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 15 tot 25 jaar";"Soms thuiswerken";"2021";"      17"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 15 tot 25 jaar";"Soms thuiswerken";"2022";"      25"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 15 tot 25 jaar";"Soms thuiswerken";"2023";"      28"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 15 tot 25 jaar";"Niet thuiswerken";"2021";"      26"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 15 tot 25 jaar";"Niet thuiswerken";"2022";"      40"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 15 tot 25 jaar";"Niet thuiswerken";"2023";"      44"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 25 tot 35 jaar";"Totaal";"2021";"     199"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 25 tot 35 jaar";"Totaal";"2022";"     235"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 25 tot 35 jaar";"Totaal";"2023";"     247"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 25 tot 35 jaar";"Meestal of soms thuiswerken";"2021";"     146"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 25 tot 35 jaar";"Meestal of soms thuiswerken";"2022";"     167"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 25 tot 35 jaar";"Meestal of soms thuiswerken";"2023";"     167"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 25 tot 35 jaar";"Meestal thuiswerken";"2021";"      60"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 25 tot 35 jaar";"Meestal thuiswerken";"2022";"      60"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 25 tot 35 jaar";"Meestal thuiswerken";"2023";"      56"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 25 tot 35 jaar";"Soms thuiswerken";"2021";"      86"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 25 tot 35 jaar";"Soms thuiswerken";"2022";"     108"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 25 tot 35 jaar";"Soms thuiswerken";"2023";"     111"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 25 tot 35 jaar";"Niet thuiswerken";"2021";"      53"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 25 tot 35 jaar";"Niet thuiswerken";"2022";"      67"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 25 tot 35 jaar";"Niet thuiswerken";"2023";"      80"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 35 tot 45 jaar";"Totaal";"2021";"     314"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 35 tot 45 jaar";"Totaal";"2022";"     309"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 35 tot 45 jaar";"Totaal";"2023";"     340"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 35 tot 45 jaar";"Meestal of soms thuiswerken";"2021";"     248"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 35 tot 45 jaar";"Meestal of soms thuiswerken";"2022";"     239"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 35 tot 45 jaar";"Meestal of soms thuiswerken";"2023";"     263"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 35 tot 45 jaar";"Meestal thuiswerken";"2021";"      86"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 35 tot 45 jaar";"Meestal thuiswerken";"2022";"      84"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 35 tot 45 jaar";"Meestal thuiswerken";"2023";"      80"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 35 tot 45 jaar";"Soms thuiswerken";"2021";"     163"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 35 tot 45 jaar";"Soms thuiswerken";"2022";"     155"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 35 tot 45 jaar";"Soms thuiswerken";"2023";"     183"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 35 tot 45 jaar";"Niet thuiswerken";"2021";"      66"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 35 tot 45 jaar";"Niet thuiswerken";"2022";"      70"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 35 tot 45 jaar";"Niet thuiswerken";"2023";"      78"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 45 tot 55 jaar";"Totaal";"2021";"     391"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 45 tot 55 jaar";"Totaal";"2022";"     396"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 45 tot 55 jaar";"Totaal";"2023";"     391"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 45 tot 55 jaar";"Meestal of soms thuiswerken";"2021";"     314"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 45 tot 55 jaar";"Meestal of soms thuiswerken";"2022";"     313"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 45 tot 55 jaar";"Meestal of soms thuiswerken";"2023";"     317"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 45 tot 55 jaar";"Meestal thuiswerken";"2021";"     134"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 45 tot 55 jaar";"Meestal thuiswerken";"2022";"     119"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 45 tot 55 jaar";"Meestal thuiswerken";"2023";"     118"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 45 tot 55 jaar";"Soms thuiswerken";"2021";"     179"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 45 tot 55 jaar";"Soms thuiswerken";"2022";"     195"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 45 tot 55 jaar";"Soms thuiswerken";"2023";"     198"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 45 tot 55 jaar";"Niet thuiswerken";"2021";"      77"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 45 tot 55 jaar";"Niet thuiswerken";"2022";"      82"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 45 tot 55 jaar";"Niet thuiswerken";"2023";"      74"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 55 tot 65 jaar";"Totaal";"2021";"     343"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 55 tot 65 jaar";"Totaal";"2022";"     366"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 55 tot 65 jaar";"Totaal";"2023";"     365"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 55 tot 65 jaar";"Meestal of soms thuiswerken";"2021";"     271"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 55 tot 65 jaar";"Meestal of soms thuiswerken";"2022";"     293"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 55 tot 65 jaar";"Meestal of soms thuiswerken";"2023";"     291"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 55 tot 65 jaar";"Meestal thuiswerken";"2021";"     125"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 55 tot 65 jaar";"Meestal thuiswerken";"2022";"     136"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 55 tot 65 jaar";"Meestal thuiswerken";"2023";"     121"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 55 tot 65 jaar";"Soms thuiswerken";"2021";"     146"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 55 tot 65 jaar";"Soms thuiswerken";"2022";"     157"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 55 tot 65 jaar";"Soms thuiswerken";"2023";"     170"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 55 tot 65 jaar";"Niet thuiswerken";"2021";"      72"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 55 tot 65 jaar";"Niet thuiswerken";"2022";"      73"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 55 tot 65 jaar";"Niet thuiswerken";"2023";"      73"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 65 tot 75 jaar";"Totaal";"2021";"     129"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 65 tot 75 jaar";"Totaal";"2022";"     145"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 65 tot 75 jaar";"Totaal";"2023";"     147"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 65 tot 75 jaar";"Meestal of soms thuiswerken";"2021";"     104"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 65 tot 75 jaar";"Meestal of soms thuiswerken";"2022";"     121"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 65 tot 75 jaar";"Meestal of soms thuiswerken";"2023";"     115"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 65 tot 75 jaar";"Meestal thuiswerken";"2021";"      64"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 65 tot 75 jaar";"Meestal thuiswerken";"2022";"      73"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 65 tot 75 jaar";"Meestal thuiswerken";"2023";"      68"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 65 tot 75 jaar";"Soms thuiswerken";"2021";"      40"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 65 tot 75 jaar";"Soms thuiswerken";"2022";"      48"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 65 tot 75 jaar";"Soms thuiswerken";"2023";"      47"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 65 tot 75 jaar";"Niet thuiswerken";"2021";"      25"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 65 tot 75 jaar";"Niet thuiswerken";"2022";"      24"
"Totaal mannen en vrouwen";"Zelfstandige";"Leeftijd: 65 tot 75 jaar";"Niet thuiswerken";"2023";"      32"
"Totaal mannen en vrouwen";"Zelfstandige";"Onderwijsniveau: 1 Laag";"Totaal";"2021";"     231"
"Totaal mannen en vrouwen";"Zelfstandige";"Onderwijsniveau: 1 Laag";"Totaal";"2022";"     261"
"Totaal mannen en vrouwen";"Zelfstandige";"Onderwijsniveau: 1 Laag";"Totaal";"2023";"     265"
"Totaal mannen en vrouwen";"Zelfstandige";"Onderwijsniveau: 1 Laag";"Meestal of soms thuiswerken";"2021";"     134"
"Totaal mannen en vrouwen";"Zelfstandige";"Onderwijsniveau: 1 Laag";"Meestal of soms thuiswerken";"2022";"     153"
"Totaal mannen en vrouwen";"Zelfstandige";"Onderwijsniveau: 1 Laag";"Meestal of soms thuiswerken";"2023";"     145"
"Totaal mannen en vrouwen";"Zelfstandige";"Onderwijsniveau: 1 Laag";"Meestal thuiswerken";"2021";"      58"
"Totaal mannen en vrouwen";"Zelfstandige";"Onderwijsniveau: 1 Laag";"Meestal thuiswerken";"2022";"      67"
"Totaal mannen en vrouwen";"Zelfstandige";"Onderwijsniveau: 1 Laag";"Meestal thuiswerken";"2023";"      56"
"Totaal mannen en vrouwen";"Zelfstandige";"Onderwijsniveau: 1 Laag";"Soms thuiswerken";"2021";"      76"
"Totaal mannen en vrouwen";"Zelfstandige";"Onderwijsniveau: 1 Laag";"Soms thuiswerken";"2022";"      86"
"Totaal mannen en vrouwen";"Zelfstandige";"Onderwijsniveau: 1 Laag";"Soms thuiswerken";"2023";"      89"
"Totaal mannen en vrouwen";"Zelfstandige";"Onderwijsniveau: 1 Laag";"Niet thuiswerken";"2021";"      97"
"Totaal mannen en vrouwen";"Zelfstandige";"Onderwijsniveau: 1 Laag";"Niet thuiswerken";"2022";"     107"
"Totaal mannen en vrouwen";"Zelfstandige";"Onderwijsniveau: 1 Laag";"Niet thuiswerken";"2023";"     120"
"Totaal mannen en vrouwen";"Zelfstandige";"Onderwijsniveau: 2 Middelbaar";"Totaal";"2021";"     542"
"Totaal mannen en vrouwen";"Zelfstandige";"Onderwijsniveau: 2 Middelbaar";"Totaal";"2022";"     562"
"Totaal mannen en vrouwen";"Zelfstandige";"Onderwijsniveau: 2 Middelbaar";"Totaal";"2023";"     575"
"Totaal mannen en vrouwen";"Zelfstandige";"Onderwijsniveau: 2 Middelbaar";"Meestal of soms thuiswerken";"2021";"     392"
"Totaal mannen en vrouwen";"Zelfstandige";"Onderwijsniveau: 2 Middelbaar";"Meestal of soms thuiswerken";"2022";"     402"
"Totaal mannen en vrouwen";"Zelfstandige";"Onderwijsniveau: 2 Middelbaar";"Meestal of soms thuiswerken";"2023";"     402"
"Totaal mannen en vrouwen";"Zelfstandige";"Onderwijsniveau: 2 Middelbaar";"Meestal thuiswerken";"2021";"     168"
"Totaal mannen en vrouwen";"Zelfstandige";"Onderwijsniveau: 2 Middelbaar";"Meestal thuiswerken";"2022";"     162"
"Totaal mannen en vrouwen";"Zelfstandige";"Onderwijsniveau: 2 Middelbaar";"Meestal thuiswerken";"2023";"     162"
"Totaal mannen en vrouwen";"Zelfstandige";"Onderwijsniveau: 2 Middelbaar";"Soms thuiswerken";"2021";"     225"
"Totaal mannen en vrouwen";"Zelfstandige";"Onderwijsniveau: 2 Middelbaar";"Soms thuiswerken";"2022";"     240"
"Totaal mannen en vrouwen";"Zelfstandige";"Onderwijsniveau: 2 Middelbaar";"Soms thuiswerken";"2023";"     240"
"Totaal mannen en vrouwen";"Zelfstandige";"Onderwijsniveau: 2 Middelbaar";"Niet thuiswerken";"2021";"     150"
"Totaal mannen en vrouwen";"Zelfstandige";"Onderwijsniveau: 2 Middelbaar";"Niet thuiswerken";"2022";"     159"
"Totaal mannen en vrouwen";"Zelfstandige";"Onderwijsniveau: 2 Middelbaar";"Niet thuiswerken";"2023";"     173"
"Totaal mannen en vrouwen";"Zelfstandige";"Onderwijsniveau: 3 Hoog";"Totaal";"2021";"     660"
"Totaal mannen en vrouwen";"Zelfstandige";"Onderwijsniveau: 3 Hoog";"Totaal";"2022";"     708"
"Totaal mannen en vrouwen";"Zelfstandige";"Onderwijsniveau: 3 Hoog";"Totaal";"2023";"     737"
"Totaal mannen en vrouwen";"Zelfstandige";"Onderwijsniveau: 3 Hoog";"Meestal of soms thuiswerken";"2021";"     594"
"Totaal mannen en vrouwen";"Zelfstandige";"Onderwijsniveau: 3 Hoog";"Meestal of soms thuiswerken";"2022";"     624"
"Totaal mannen en vrouwen";"Zelfstandige";"Onderwijsniveau: 3 Hoog";"Meestal of soms thuiswerken";"2023";"     654"
"Totaal mannen en vrouwen";"Zelfstandige";"Onderwijsniveau: 3 Hoog";"Meestal thuiswerken";"2021";"     266"
"Totaal mannen en vrouwen";"Zelfstandige";"Onderwijsniveau: 3 Hoog";"Meestal thuiswerken";"2022";"     265"
"Totaal mannen en vrouwen";"Zelfstandige";"Onderwijsniveau: 3 Hoog";"Meestal thuiswerken";"2023";"     248"
"Totaal mannen en vrouwen";"Zelfstandige";"Onderwijsniveau: 3 Hoog";"Soms thuiswerken";"2021";"     328"
"Totaal mannen en vrouwen";"Zelfstandige";"Onderwijsniveau: 3 Hoog";"Soms thuiswerken";"2022";"     359"
"Totaal mannen en vrouwen";"Zelfstandige";"Onderwijsniveau: 3 Hoog";"Soms thuiswerken";"2023";"     406"
"Totaal mannen en vrouwen";"Zelfstandige";"Onderwijsniveau: 3 Hoog";"Niet thuiswerken";"2021";"      65"
"Totaal mannen en vrouwen";"Zelfstandige";"Onderwijsniveau: 3 Hoog";"Niet thuiswerken";"2022";"      84"
"Totaal mannen en vrouwen";"Zelfstandige";"Onderwijsniveau: 3 Hoog";"Niet thuiswerken";"2023";"      83"
"Totaal mannen en vrouwen";"Zelfstandige";"Onderwijsniveau: weet niet of onbekend";"Totaal";"2021";"      12"
"Totaal mannen en vrouwen";"Zelfstandige";"Onderwijsniveau: weet niet of onbekend";"Totaal";"2022";"       8"
"Totaal mannen en vrouwen";"Zelfstandige";"Onderwijsniveau: weet niet of onbekend";"Totaal";"2023";"       9"
"Totaal mannen en vrouwen";"Zelfstandige";"Onderwijsniveau: weet niet of onbekend";"Meestal of soms thuiswerken";"2021";"       5"
"Totaal mannen en vrouwen";"Zelfstandige";"Onderwijsniveau: weet niet of onbekend";"Meestal of soms thuiswerken";"2022";"       3"
"Totaal mannen en vrouwen";"Zelfstandige";"Onderwijsniveau: weet niet of onbekend";"Meestal of soms thuiswerken";"2023";"       4"
"Totaal mannen en vrouwen";"Zelfstandige";"Onderwijsniveau: weet niet of onbekend";"Meestal thuiswerken";"2021";"       3"
"Totaal mannen en vrouwen";"Zelfstandige";"Onderwijsniveau: weet niet of onbekend";"Meestal thuiswerken";"2022";"       2"
"Totaal mannen en vrouwen";"Zelfstandige";"Onderwijsniveau: weet niet of onbekend";"Meestal thuiswerken";"2023";"       1"
"Totaal mannen en vrouwen";"Zelfstandige";"Onderwijsniveau: weet niet of onbekend";"Soms thuiswerken";"2021";"       2"
"Totaal mannen en vrouwen";"Zelfstandige";"Onderwijsniveau: weet niet of onbekend";"Soms thuiswerken";"2022";"       1"
"Totaal mannen en vrouwen";"Zelfstandige";"Onderwijsniveau: weet niet of onbekend";"Soms thuiswerken";"2023";"       2"
"Totaal mannen en vrouwen";"Zelfstandige";"Onderwijsniveau: weet niet of onbekend";"Niet thuiswerken";"2021";"       7"
"Totaal mannen en vrouwen";"Zelfstandige";"Onderwijsniveau: weet niet of onbekend";"Niet thuiswerken";"2022";"       5"
"Totaal mannen en vrouwen";"Zelfstandige";"Onderwijsniveau: weet niet of onbekend";"Niet thuiswerken";"2023";"       5"
"Totaal mannen en vrouwen";"Zelfstandige";"Arbeidsduur: deeltijd";"Totaal";"2021";"     506"
"Totaal mannen en vrouwen";"Zelfstandige";"Arbeidsduur: deeltijd";"Totaal";"2022";"     543"
"Totaal mannen en vrouwen";"Zelfstandige";"Arbeidsduur: deeltijd";"Totaal";"2023";"     557"
"Totaal mannen en vrouwen";"Zelfstandige";"Arbeidsduur: deeltijd";"Meestal of soms thuiswerken";"2021";"     400"
"Totaal mannen en vrouwen";"Zelfstandige";"Arbeidsduur: deeltijd";"Meestal of soms thuiswerken";"2022";"     423"
"Totaal mannen en vrouwen";"Zelfstandige";"Arbeidsduur: deeltijd";"Meestal of soms thuiswerken";"2023";"     425"
"Totaal mannen en vrouwen";"Zelfstandige";"Arbeidsduur: deeltijd";"Meestal thuiswerken";"2021";"     240"
"Totaal mannen en vrouwen";"Zelfstandige";"Arbeidsduur: deeltijd";"Meestal thuiswerken";"2022";"     246"
"Totaal mannen en vrouwen";"Zelfstandige";"Arbeidsduur: deeltijd";"Meestal thuiswerken";"2023";"     221"
"Totaal mannen en vrouwen";"Zelfstandige";"Arbeidsduur: deeltijd";"Soms thuiswerken";"2021";"     160"
"Totaal mannen en vrouwen";"Zelfstandige";"Arbeidsduur: deeltijd";"Soms thuiswerken";"2022";"     177"
"Totaal mannen en vrouwen";"Zelfstandige";"Arbeidsduur: deeltijd";"Soms thuiswerken";"2023";"     204"
"Totaal mannen en vrouwen";"Zelfstandige";"Arbeidsduur: deeltijd";"Niet thuiswerken";"2021";"     106"
"Totaal mannen en vrouwen";"Zelfstandige";"Arbeidsduur: deeltijd";"Niet thuiswerken";"2022";"     120"
"Totaal mannen en vrouwen";"Zelfstandige";"Arbeidsduur: deeltijd";"Niet thuiswerken";"2023";"     132"
"Totaal mannen en vrouwen";"Zelfstandige";"Arbeidsduur: minder dan 12 uur per week";"Totaal";"2021";"     115"
"Totaal mannen en vrouwen";"Zelfstandige";"Arbeidsduur: minder dan 12 uur per week";"Totaal";"2022";"     135"
