"Geslacht";"Thuiswerker";"Positie werkkring";"Persoonskenmerken";"Perioden";"Werkzame beroepsbevolking (x 1 000)"
"Totaal mannen en vrouwen";"Thuiswerker die incidenteel thuis werkt";"Totaal";"Positie: alleenstaande";"2015";"     256"
"Totaal mannen en vrouwen";"Thuiswerker die incidenteel thuis werkt";"Totaal";"Positie: alleenstaande";"2016";"     279"
"Totaal mannen en vrouwen";"Thuiswerker die incidenteel thuis werkt";"Totaal";"Positie: alleenstaande";"2017";"     286"
"Totaal mannen en vrouwen";"Thuiswerker die incidenteel thuis werkt";"Totaal";"Positie: alleenstaande";"2018";"     288"
"Totaal mannen en vrouwen";"Thuiswerker die incidenteel thuis werkt";"Totaal";"Positie: alleenstaande";"2019";"     343"
"Totaal mannen en vrouwen";"Thuiswerker die incidenteel thuis werkt";"Totaal";"Positie: alleenstaande";"2020";"     307"
"Totaal mannen en vrouwen";"Thuiswerker die incidenteel thuis werkt";"Totaal";"Positie: ouder";"2013";"     986"
"Totaal mannen en vrouwen";"Thuiswerker die incidenteel thuis werkt";"Totaal";"Positie: ouder";"2014";"     970"
"Totaal mannen en vrouwen";"Thuiswerker die incidenteel thuis werkt";"Totaal";"Positie: ouder";"2015";"    1003"
"Totaal mannen en vrouwen";"Thuiswerker die incidenteel thuis werkt";"Totaal";"Positie: ouder";"2016";"    1021"
"Totaal mannen en vrouwen";"Thuiswerker die incidenteel thuis werkt";"Totaal";"Positie: ouder";"2017";"    1038"
"Totaal mannen en vrouwen";"Thuiswerker die incidenteel thuis werkt";"Totaal";"Positie: ouder";"2018";"    1075"
"Totaal mannen en vrouwen";"Thuiswerker die incidenteel thuis werkt";"Totaal";"Positie: ouder";"2019";"    1173"
"Totaal mannen en vrouwen";"Thuiswerker die incidenteel thuis werkt";"Totaal";"Positie: ouder";"2020";"    1086"
"Totaal mannen en vrouwen";"Thuiswerker die incidenteel thuis werkt";"Totaal";"Positie: ouder in éénouderhuishouden";"2013";"      68"
"Totaal mannen en vrouwen";"Thuiswerker die incidenteel thuis werkt";"Totaal";"Positie: ouder in éénouderhuishouden";"2014";"      61"
"Totaal mannen en vrouwen";"Thuiswerker die incidenteel thuis werkt";"Totaal";"Positie: ouder in éénouderhuishouden";"2015";"      65"
"Totaal mannen en vrouwen";"Thuiswerker die incidenteel thuis werkt";"Totaal";"Positie: ouder in éénouderhuishouden";"2016";"      69"
"Totaal mannen en vrouwen";"Thuiswerker die incidenteel thuis werkt";"Totaal";"Positie: ouder in éénouderhuishouden";"2017";"      72"
"Totaal mannen en vrouwen";"Thuiswerker die incidenteel thuis werkt";"Totaal";"Positie: ouder in éénouderhuishouden";"2018";"      79"
"Totaal mannen en vrouwen";"Thuiswerker die incidenteel thuis werkt";"Totaal";"Positie: ouder in éénouderhuishouden";"2019";"      88"
"Totaal mannen en vrouwen";"Thuiswerker die incidenteel thuis werkt";"Totaal";"Positie: ouder in éénouderhuishouden";"2020";"      86"
"Totaal mannen en vrouwen";"Thuiswerker die incidenteel thuis werkt";"Totaal";"Positie: partner in paar";"2013";"    1414"
"Totaal mannen en vrouwen";"Thuiswerker die incidenteel thuis werkt";"Totaal";"Positie: partner in paar";"2014";"    1415"
"Totaal mannen en vrouwen";"Thuiswerker die incidenteel thuis werkt";"Totaal";"Positie: partner in paar";"2015";"    1454"
"Totaal mannen en vrouwen";"Thuiswerker die incidenteel thuis werkt";"Totaal";"Positie: partner in paar";"2016";"    1468"
"Totaal mannen en vrouwen";"Thuiswerker die incidenteel thuis werkt";"Totaal";"Positie: partner in paar";"2017";"    1508"
"Totaal mannen en vrouwen";"Thuiswerker die incidenteel thuis werkt";"Totaal";"Positie: partner in paar";"2018";"    1564"
"Totaal mannen en vrouwen";"Thuiswerker die incidenteel thuis werkt";"Totaal";"Positie: partner in paar";"2019";"    1696"
"Totaal mannen en vrouwen";"Thuiswerker die incidenteel thuis werkt";"Totaal";"Positie: partner in paar";"2020";"    1570"
"Totaal mannen en vrouwen";"Thuiswerker die incidenteel thuis werkt";"Totaal";"Positie: partner in paar met kind";"2013";"     918"
"Totaal mannen en vrouwen";"Thuiswerker die incidenteel thuis werkt";"Totaal";"Positie: partner in paar met kind";"2014";"     909"
"Totaal mannen en vrouwen";"Thuiswerker die incidenteel thuis werkt";"Totaal";"Positie: partner in paar met kind";"2015";"     939"
"Totaal mannen en vrouwen";"Thuiswerker die incidenteel thuis werkt";"Totaal";"Positie: partner in paar met kind";"2016";"     952"
"Totaal mannen en vrouwen";"Thuiswerker die incidenteel thuis werkt";"Totaal";"Positie: partner in paar met kind";"2017";"     966"
"Totaal mannen en vrouwen";"Thuiswerker die incidenteel thuis werkt";"Totaal";"Positie: partner in paar met kind";"2018";"     996"
"Totaal mannen en vrouwen";"Thuiswerker die incidenteel thuis werkt";"Totaal";"Positie: partner in paar met kind";"2019";"    1085"
"Totaal mannen en vrouwen";"Thuiswerker die incidenteel thuis werkt";"Totaal";"Positie: partner in paar met kind";"2020";"    1000"
"Totaal mannen en vrouwen";"Thuiswerker die incidenteel thuis werkt";"Totaal";"Positie: partner in paar, geen kind";"2013";"     496"
"Totaal mannen en vrouwen";"Thuiswerker die incidenteel thuis werkt";"Totaal";"Positie: partner in paar, geen kind";"2014";"     506"
"Totaal mannen en vrouwen";"Thuiswerker die incidenteel thuis werkt";"Totaal";"Positie: partner in paar, geen kind";"2015";"     515"
"Totaal mannen en vrouwen";"Thuiswerker die incidenteel thuis werkt";"Totaal";"Positie: partner in paar, geen kind";"2016";"     516"
"Totaal mannen en vrouwen";"Thuiswerker die incidenteel thuis werkt";"Totaal";"Positie: partner in paar, geen kind";"2017";"     542"
"Totaal mannen en vrouwen";"Thuiswerker die incidenteel thuis werkt";"Totaal";"Positie: partner in paar, geen kind";"2018";"     568"
"Totaal mannen en vrouwen";"Thuiswerker die incidenteel thuis werkt";"Totaal";"Positie: partner in paar, geen kind";"2019";"     611"
"Totaal mannen en vrouwen";"Thuiswerker die incidenteel thuis werkt";"Totaal";"Positie: partner in paar, geen kind";"2020";"     570"
"Totaal mannen en vrouwen";"Thuiswerker die incidenteel thuis werkt";"Totaal";"Positie: kind";"2013";"      35"
"Totaal mannen en vrouwen";"Thuiswerker die incidenteel thuis werkt";"Totaal";"Positie: kind";"2014";"      34"
"Totaal mannen en vrouwen";"Thuiswerker die incidenteel thuis werkt";"Totaal";"Positie: kind";"2015";"      38"
"Totaal mannen en vrouwen";"Thuiswerker die incidenteel thuis werkt";"Totaal";"Positie: kind";"2016";"      37"
"Totaal mannen en vrouwen";"Thuiswerker die incidenteel thuis werkt";"Totaal";"Positie: kind";"2017";"      42"
"Totaal mannen en vrouwen";"Thuiswerker die incidenteel thuis werkt";"Totaal";"Positie: kind";"2018";"      43"
"Totaal mannen en vrouwen";"Thuiswerker die incidenteel thuis werkt";"Totaal";"Positie: kind";"2019";"      56"
"Totaal mannen en vrouwen";"Thuiswerker die incidenteel thuis werkt";"Totaal";"Positie: kind";"2020";"      63"
"Totaal mannen en vrouwen";"Thuiswerker die incidenteel thuis werkt";"Totaal";"Positie: kind >= 18 jaar";"2013";"      34"
"Totaal mannen en vrouwen";"Thuiswerker die incidenteel thuis werkt";"Totaal";"Positie: kind >= 18 jaar";"2014";"      32"
"Totaal mannen en vrouwen";"Thuiswerker die incidenteel thuis werkt";"Totaal";"Positie: kind >= 18 jaar";"2015";"      36"
"Totaal mannen en vrouwen";"Thuiswerker die incidenteel thuis werkt";"Totaal";"Positie: kind >= 18 jaar";"2016";"      36"
"Totaal mannen en vrouwen";"Thuiswerker die incidenteel thuis werkt";"Totaal";"Positie: kind >= 18 jaar";"2017";"      42"
"Totaal mannen en vrouwen";"Thuiswerker die incidenteel thuis werkt";"Totaal";"Positie: kind >= 18 jaar";"2018";"      42"
"Totaal mannen en vrouwen";"Thuiswerker die incidenteel thuis werkt";"Totaal";"Positie: kind >= 18 jaar";"2019";"      54"
"Totaal mannen en vrouwen";"Thuiswerker die incidenteel thuis werkt";"Totaal";"Positie: kind >= 18 jaar";"2020";"      62"
"Totaal mannen en vrouwen";"Thuiswerker die incidenteel thuis werkt";"Totaal";"Positie: kind < 18 jaar";"2013";"       1"
"Totaal mannen en vrouwen";"Thuiswerker die incidenteel thuis werkt";"Totaal";"Positie: kind < 18 jaar";"2014";"       2"
"Totaal mannen en vrouwen";"Thuiswerker die incidenteel thuis werkt";"Totaal";"Positie: kind < 18 jaar";"2015";"       1"
"Totaal mannen en vrouwen";"Thuiswerker die incidenteel thuis werkt";"Totaal";"Positie: kind < 18 jaar";"2016";"       1"
"Totaal mannen en vrouwen";"Thuiswerker die incidenteel thuis werkt";"Totaal";"Positie: kind < 18 jaar";"2017";"       1"
"Totaal mannen en vrouwen";"Thuiswerker die incidenteel thuis werkt";"Totaal";"Positie: kind < 18 jaar";"2018";"       1"
"Totaal mannen en vrouwen";"Thuiswerker die incidenteel thuis werkt";"Totaal";"Positie: kind < 18 jaar";"2019";"       2"
"Totaal mannen en vrouwen";"Thuiswerker die incidenteel thuis werkt";"Totaal";"Positie: kind < 18 jaar";"2020";"       1"
"Totaal mannen en vrouwen";"Thuiswerker die incidenteel thuis werkt";"Totaal";"Positie: overig lid";"2013";"      17"
"Totaal mannen en vrouwen";"Thuiswerker die incidenteel thuis werkt";"Totaal";"Positie: overig lid";"2014";"      18"
"Totaal mannen en vrouwen";"Thuiswerker die incidenteel thuis werkt";"Totaal";"Positie: overig lid";"2015";"      24"
"Totaal mannen en vrouwen";"Thuiswerker die incidenteel thuis werkt";"Totaal";"Positie: overig lid";"2016";"      23"
"Totaal mannen en vrouwen";"Thuiswerker die incidenteel thuis werkt";"Totaal";"Positie: overig lid";"2017";"      34"
"Totaal mannen en vrouwen";"Thuiswerker die incidenteel thuis werkt";"Totaal";"Positie: overig lid";"2018";"      39"
"Totaal mannen en vrouwen";"Thuiswerker die incidenteel thuis werkt";"Totaal";"Positie: overig lid";"2019";"      37"
"Totaal mannen en vrouwen";"Thuiswerker die incidenteel thuis werkt";"Totaal";"Positie: overig lid";"2020";"      42"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Totaal personen";"2013";"     278"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Totaal personen";"2014";"     282"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Totaal personen";"2015";"     304"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Totaal personen";"2016";"     317"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Totaal personen";"2017";"     348"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Totaal personen";"2018";"     392"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Totaal personen";"2019";"     469"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Totaal personen";"2020";"     657"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Arbeidsduur: deeltijd";"2013";"     101"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Arbeidsduur: deeltijd";"2014";"     104"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Arbeidsduur: deeltijd";"2015";"     102"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Arbeidsduur: deeltijd";"2016";"     112"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Arbeidsduur: deeltijd";"2017";"     119"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Arbeidsduur: deeltijd";"2018";"     134"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Arbeidsduur: deeltijd";"2019";"     159"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Arbeidsduur: deeltijd";"2020";"     239"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Arbeidsduur: minder dan 12 uur per week";"2013";"       5"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Arbeidsduur: minder dan 12 uur per week";"2014";"       6"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Arbeidsduur: minder dan 12 uur per week";"2015";"       5"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Arbeidsduur: minder dan 12 uur per week";"2016";"       4"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Arbeidsduur: minder dan 12 uur per week";"2017";"       6"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Arbeidsduur: minder dan 12 uur per week";"2018";"       5"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Arbeidsduur: minder dan 12 uur per week";"2019";"       5"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Arbeidsduur: minder dan 12 uur per week";"2020";"       8"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Arbeidsduur: minder dan 20 uur per week";"2013";"      15"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Arbeidsduur: minder dan 20 uur per week";"2014";"      14"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Arbeidsduur: minder dan 20 uur per week";"2015";"      14"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Arbeidsduur: minder dan 20 uur per week";"2016";"      10"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Arbeidsduur: minder dan 20 uur per week";"2017";"      16"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Arbeidsduur: minder dan 20 uur per week";"2018";"      13"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Arbeidsduur: minder dan 20 uur per week";"2019";"      16"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Arbeidsduur: minder dan 20 uur per week";"2020";"      25"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Arbeidsduur: 12 tot 20 uur per week";"2013";"      10"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Arbeidsduur: 12 tot 20 uur per week";"2014";"       8"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Arbeidsduur: 12 tot 20 uur per week";"2015";"       9"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Arbeidsduur: 12 tot 20 uur per week";"2016";"       6"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Arbeidsduur: 12 tot 20 uur per week";"2017";"      10"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Arbeidsduur: 12 tot 20 uur per week";"2018";"       8"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Arbeidsduur: 12 tot 20 uur per week";"2019";"      11"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Arbeidsduur: 12 tot 20 uur per week";"2020";"      17"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Arbeidsduur: 20 tot 35 uur per week";"2013";"      86"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Arbeidsduur: 20 tot 35 uur per week";"2014";"      90"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Arbeidsduur: 20 tot 35 uur per week";"2015";"      88"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Arbeidsduur: 20 tot 35 uur per week";"2016";"     102"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Arbeidsduur: 20 tot 35 uur per week";"2017";"     103"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Arbeidsduur: 20 tot 35 uur per week";"2018";"     121"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Arbeidsduur: 20 tot 35 uur per week";"2019";"     143"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Arbeidsduur: 20 tot 35 uur per week";"2020";"     214"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Arbeidsduur: voltijd";"2013";"     177"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Arbeidsduur: voltijd";"2014";"     178"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Arbeidsduur: voltijd";"2015";"     201"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Arbeidsduur: voltijd";"2016";"     206"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Arbeidsduur: voltijd";"2017";"     229"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Arbeidsduur: voltijd";"2018";"     258"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Arbeidsduur: voltijd";"2019";"     310"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Arbeidsduur: voltijd";"2020";"     418"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Onderwijsniveau: 1 laag";"2013";"      12"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Onderwijsniveau: 1 laag";"2014";"      15"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Onderwijsniveau: 1 laag";"2015";"      14"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Onderwijsniveau: 1 laag";"2016";"      15"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Onderwijsniveau: 1 laag";"2017";"      10"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Onderwijsniveau: 1 laag";"2018";"      18"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Onderwijsniveau: 1 laag";"2019";"      16"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Onderwijsniveau: 1 laag";"2020";"      26"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Onderwijsniveau: 2 middelbaar ";"2013";"      66"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Onderwijsniveau: 2 middelbaar ";"2014";"      70"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Onderwijsniveau: 2 middelbaar ";"2015";"      66"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Onderwijsniveau: 2 middelbaar ";"2016";"      78"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Onderwijsniveau: 2 middelbaar ";"2017";"      80"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Onderwijsniveau: 2 middelbaar ";"2018";"      89"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Onderwijsniveau: 2 middelbaar ";"2019";"     108"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Onderwijsniveau: 2 middelbaar ";"2020";"     162"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Onderwijsniveau: 3 hoog";"2013";"     198"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Onderwijsniveau: 3 hoog";"2014";"     197"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Onderwijsniveau: 3 hoog";"2015";"     221"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Onderwijsniveau: 3 hoog";"2016";"     224"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Onderwijsniveau: 3 hoog";"2017";"     256"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Onderwijsniveau: 3 hoog";"2018";"     283"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Onderwijsniveau: 3 hoog";"2019";"     343"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Onderwijsniveau: 3 hoog";"2020";"     468"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Onderwijsniveau: weet niet of onbekend";"2013";"       1"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Onderwijsniveau: weet niet of onbekend";"2014";"       0"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Onderwijsniveau: weet niet of onbekend";"2015";"       2"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Onderwijsniveau: weet niet of onbekend";"2016";"       0"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Onderwijsniveau: weet niet of onbekend";"2017";"       1"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Onderwijsniveau: weet niet of onbekend";"2018";"       2"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Onderwijsniveau: weet niet of onbekend";"2019";"       2"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Onderwijsniveau: weet niet of onbekend";"2020";"       3"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Leeftijd: 15 tot 25 jaar";"2013";"       6"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Leeftijd: 15 tot 25 jaar";"2014";"       6"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Leeftijd: 15 tot 25 jaar";"2015";"       6"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Leeftijd: 15 tot 25 jaar";"2016";"       4"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Leeftijd: 15 tot 25 jaar";"2017";"       8"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Leeftijd: 15 tot 25 jaar";"2018";"       6"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Leeftijd: 15 tot 25 jaar";"2019";"       8"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Leeftijd: 15 tot 25 jaar";"2020";"      18"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Leeftijd: 25 tot 45 jaar";"2013";"     143"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Leeftijd: 25 tot 45 jaar";"2014";"     146"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Leeftijd: 25 tot 45 jaar";"2015";"     145"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Leeftijd: 25 tot 45 jaar";"2016";"     161"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Leeftijd: 25 tot 45 jaar";"2017";"     163"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Leeftijd: 25 tot 45 jaar";"2018";"     193"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Leeftijd: 25 tot 45 jaar";"2019";"     221"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Leeftijd: 25 tot 45 jaar";"2020";"     332"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Leeftijd: 25 tot 35 jaar";"2013";"      52"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Leeftijd: 25 tot 35 jaar";"2014";"      48"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Leeftijd: 25 tot 35 jaar";"2015";"      55"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Leeftijd: 25 tot 35 jaar";"2016";"      60"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Leeftijd: 25 tot 35 jaar";"2017";"      63"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Leeftijd: 25 tot 35 jaar";"2018";"      80"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Leeftijd: 25 tot 35 jaar";"2019";"      85"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Leeftijd: 25 tot 35 jaar";"2020";"     155"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Leeftijd: 35 tot 45 jaar";"2013";"      91"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Leeftijd: 35 tot 45 jaar";"2014";"      98"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Leeftijd: 35 tot 45 jaar";"2015";"      90"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Leeftijd: 35 tot 45 jaar";"2016";"     101"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Leeftijd: 35 tot 45 jaar";"2017";"     101"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Leeftijd: 35 tot 45 jaar";"2018";"     114"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Leeftijd: 35 tot 45 jaar";"2019";"     135"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Leeftijd: 35 tot 45 jaar";"2020";"     177"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Leeftijd: 45 tot 55 jaar";"2013";"      81"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Leeftijd: 45 tot 55 jaar";"2014";"      81"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Leeftijd: 45 tot 55 jaar";"2015";"      90"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Leeftijd: 45 tot 55 jaar";"2016";"      91"
"Totaal mannen en vrouwen";"Thuiswerker, incidenteel op vaste dagen";"Totaal";"Leeftijd: 45 tot 55 jaar";"2017";"     105"
